tcec_id,source_id,lchto_id,name,name2,latitude,longitude,coord_precision,coord_source,geomorphology,periods,short_period,period_LP,period_MP,period_UP,period_EP,period_N0,period_N1.1,period_N1.2,period_N2,period_N3,period_C1,period_C2,period_C3,period_B,period_H,area,finds_n,excavated,references,comments
1,H158,,Pal Barik,,33.743,47.2273,,Map,Flat open air,Lower Palaeolithic,LP,x,,,,,,,,,,,,,,4000,89,0,Mortensen 1993: 161-3,
2,H54,,Ghar Huchi,,33.7142,47.0715,,Map,Cave/shelter,Middle Palaeolithic,MP,,x,,,,,,,,,,,,,62,14,0,Mortensen 1993: 163,
3,H83,,Ghar Villa,,33.7981,47.0091,,Map,Cave/shelter,Middle Palaeolithic,MP,,x,,,,,,,,,,,,,16,40,0,Mortensen 1993: 163,
4,H95,,Ghar Sefid,,33.7456,47.0106,,Map,Cave/shelter,Middle Palaeolithic,MP,,x,,,,,,,,,,,,,12,38,0,Mortensen 1993: 164,
5,H29,,Chesmeh Kahreh,,33.7427,47.0164,,Map,Flat open air,Middle Palaeolithic,MP,,x,,,,,,,,,,,,,,55,0,Mortensen 1993: 164,
6,H94,,Sar Sarab A,,33.737,47.0182,,Map,Flat open air,Middle Palaeolithic,MP,,x,,,,,,,,,,,,,,19,0,Mortensen 1993: 164,
7,H101,,Hulailan 101,,33.7868,47.1247,,Map,Flat open air,Middle Palaeolithic,MP,,x,,,,,,,,,,,,,,27,0,Mortensen 1993: 164,
8,H136,,Saimarreh E,,33.7158,47.1378,,Map,Flat open air,Middle Palaeolithic,MP,,x,,,,,,,,,,,,,,29,0,Mortensen 1993: 164,
9,H138,,Saimarreh F,,33.7132,47.1505,,Map,Flat open air,Middle Palaeolithic,MP,,x,,,,,,,,,,,,,,55,0,Mortensen 1993: 164,
10,H31,,Mar Gurgalan Sarab,,33.744,47.0098,,Map,Cave/shelter,Epipalaeolithic,EP,,,,x,,,,,,,,,,,96,433,0,Mortensen 1993: 165-6,
11,H22,,Mar Ruz,,33.75468779,47.02657124,5,Ground,Cave/shelter,Epipalaeolithic,EP,,,,x,,,,,,,,,,,66,311,0,Mortensen 1993: 166,
12,H24,,Ghar-i Gagel,,33.7575,47.0161,,Map,Cave/shelter,Epipalaeolithic,EP,,,,x,,,,,,,,,,,12,3,0,Mortensen 1993: 166,
13,H42,,Sal Mar,,33.7642,47.0443,,Map,Cave/shelter,Epipalaeolithic,EP,,,,x,,,,,,,,,,,32,3,0,Mortensen 1993: 166,
14,H43-44,,Dar Mar,,33.75072962,47.04805819,5,Ground,Cave/shelter,Epipalaeolithic or Neolithic?,EP/N,,,,?,?,?,?,?,?,,,,,,599,75,0,Mortensen 1993: 166-7,
15,H79,,Ghar Qalajaha,,33.754,47.0376,,Map,Cave/shelter,Upper or Epipalaeolithic?,UP/EP,,,?,?,,,,,,,,,,,8,4,0,Mortensen 1993: 167,
16,H71,,Warbar,,33.7929,47.0878,,Map,Flat open air,Upper or Epipalaeolithic?,UP/EP,,,?,?,,,,,,,,,,,,6,0,Mortensen 1993: 167,
17,H6,,Gharacherach A,,33.7447,47.042,,Map,Flat open air,Upper or Epipalaeolithic?,UP/EP,,,?,?,,,,,,,,,,,2000000,5,0,Mortensen 1993: 167,
18,H5,,Gharacherach B,,33.7417,47.0439,,Map,Flat open air,Upper or Epipalaeolithic?,UP/EP,,,?,?,,,,,,,,,,,4,7,0,Mortensen 1993: 167,
19,H51,,Saimarreh A,,33.7072,47.0799,,Map,Flat open air,Upper or Epipalaeolithic?,UP/EP,,,?,?,,,,,,,,,,,,18,0,Mortensen 1993: 167,
20,H52,,Saimarreh B,,33.7104,47.075,,Map,Flat open air,Upper or Epipalaeolithic?,UP/EP,,,?,?,,,,,,,,,,,285,134,0,Mortensen 1993: 167,
21,H53,,Saimarreh C,,33.7143,47.0711,,Map,Flat open air,Upper or Epipalaeolithic?,UP/EP,,,?,?,,,,,,,,,,,,13,0,Mortensen 1993: 167,
22,H61,,Saimarreh D,,33.7149,47.0634,,Map,Flat open air,Upper or Epipalaeolithic?,UP/EP,,,?,?,,,,,,,,,,,50,33,0,Mortensen 1993: 167,
23,H60,,Tepe Sadazuord,,33.733,47.0337,,Map,Flat open air,Upper or Epipalaeolithic?,UP/EP,,,?,?,,,,,,,,,,,,35,0,Mortensen 1993: 167,
24,H93,,Sar Sarab B,,33.7383,47.0187,,Map,Flat open air,Upper or Epipalaeolithic?,UP/EP,,,?,?,,,,,,,,,,,1200,119,0,Mortensen 1993: 167-168,
25,,,Sar Khalija,Hulailan-83 SF1,33.734,47.2235,,Map,Single find,Middle Palaeolithic,MP,,x,,,,,,,,,,,,,0,1,0,Mortensen 1993: 163,
26,,,Ghar Villa terrace,,33.7981,47.0091,,Map,Flat open air,Middle Palaeolithic,MP,,x,,,,,,,,,,,,,,,0,Mortensen 1993: 163,
27,,,Warwasi,,34.38944907,47.16563806,,RS,Cave/shelter,Epipalaeolithic,EP,,,,x,,,,,,,,,,,,,1,Braidwood et al. 1961; Olszewski 1993,
28,,,Ghar-e Khar,Markhaley,34.4002745,47.44018641,5,Ground,Cave/shelter,Epipalaeolithic,EP,,,,x,,,,,,,,,,,,,1,Smith 1967; Hesse 1989; Vahdati Nasab 2010,
29,LR.565 6I.5,,Khezr,,,,,,Cave/shelter,Upper Palaeolithic or Epipalaeolithic,UP/EP,,,?,?,,,,,,,,,,,24,43,0,Roustaei et al. 2004,
30,LR.565 6I.6,5971,Gilvara I,Gilvaran Cave,33.47,48.31555556,,Literature,Cave/shelter,Middle and Upper Palaeolithic,MP–UP,,x,x,,,,,,,,,,,,130,357,1,Roustaei et al. 2004; Bazgir et al. 2014,
31,LR.565 6I.7,,Gilvara II,,,,,,Cave/shelter,Upper Palaeolithic,UP,,,x,,,,,,,,,,,,17,126,0,Roustaei et al. 2004,
32,LR.565 6I.8,,Abzadeh,,,,,,Cave/shelter,Epipalaeolithic,EP,,,,x,,,,,,,,,,,50,53,0,Roustaei et al. 2004,
33,LR.565 6I.9,,Tang-i Barikeh I,,,,,,Cave/shelter,Upper Palaeolithic,UP,,,x,,,,,,,,,,,,35,25,0,Roustaei et al. 2004,
34,LR.565 6I.10,,Tang-i Barikeh II,,,,,,Cave/shelter,Upper Palaeolithic or Epipalaeolithic,UP/EP,,,?,?,,,,,,,,,,,70,17,0,Roustaei et al. 2004,
35,LR.565 6I.11,,Tang-i Barikeh III,,,,,,Cave/shelter,Upper Palaeolithic or Epipalaeolithic,UP/EP,,,?,?,,,,,,,,,,,10,11,0,Roustaei et al. 2004,
36,LR.565 7III.12,,Tang Siah,,,,,,Cave/shelter,Upper Palaeolithic,UP,,,x,,,,,,,,,,,,40,24,0,Roustaei et al. 2004,
37,LR.565 7III.13,,Sorkh-e Lizeh,,,,,,Cave/shelter,Upper Palaeolithic,UP,,,x,,,,,,,,,,,,110,356,0,Roustaei et al. 2004,
38,LR.565 7III.14,,Gachi,,,,,,Cave/shelter,Middle Palaeolithic,MP,,x,,,,,,,,,,,,,185,15,0,Roustaei et al. 2004,
39,LR.555 6III.19,,Takht-e Shir I,,,,,,Cave/shelter,Late Palaeolithic or early Neolithic,EP/N,,,?,?,?,?,?,,,,,,,,9800,191,0,Roustaei et al. 2004,
40,LR.555 6III.20,,Takht-e Shir II,,,,,,Cave/shelter,Late Palaeolithic or early Neolithic,EP/N,,,?,?,?,?,?,,,,,,,,,75,0,Roustaei et al. 2004,
41,LR.555 6III.21,,Far-e Kash I,,,,,,Cave/shelter,Stone Age,,?,?,?,?,?,?,?,?,?,?,?,?,,,55,23,0,Roustaei et al. 2004,
42,LR.555 6III.22,,Far-e Kash II,,,,,,Cave/shelter,Stone Age,,?,?,?,?,?,?,?,?,?,?,?,?,,,80,15,0,Roustaei et al. 2004,
43,LR.555 6III.23,,Dare-e Eshkaft,,,,,,Cave/shelter,Stone Age,,?,?,?,?,?,?,?,?,?,?,?,?,,,140,106,0,Roustaei et al. 2004,
44,LR.555 6III.24,,Vare Zard,,,,,,Cave/shelter,Neolithic,,,,,,?,?,?,?,?,,,,,,2000,277,0,Roustaei et al. 2004,
45,LR.555 6III.25,,Tool Kash I,,,,,,Cave/shelter,Stone Age,,?,?,?,?,?,?,?,?,?,?,?,?,,,55,137,0,Roustaei et al. 2004,
46,LR.555 6III.26,,Tool Kash II,,,,,,Cave/shelter,Stone Age,,?,?,?,?,?,?,?,?,?,?,?,?,,,50,39,0,Roustaei et al. 2004,
47,LR.555 7II.16,,Mar-Jahannam,,,,,,Cave/shelter,Chalcolithic,CH,,,,,,,,,,?,?,?,,,20,2,0,Roustaei et al. 2004,
48,LR.555 7II.17,,Dozaleh I,,,,,,Cave/shelter,Chalcolithic,CH,,,,,,,,,,?,?,?,,,215,4,0,Roustaei et al. 2004,
49,LR.555 7II.18,,Dozaleh II,,,,,,Cave/shelter,Chalcolithic,CH,,,,,,,,,,?,?,?,,,200,1,0,Roustaei et al. 2004,
50,,,Asiab,,34.32211616,47.13595498,5,Ground,Tell,"Early Neolithic, Late Chalcolithic",N+CH,,,,,,?,?,,,,,x,,,,,1,Darabi et al. 2016,
51,,,Tepe Guran,,33.75652286,47.09763845,5,Ground,Tell,Aceramic and early ceramic Neolithic,N,,,,,x,?,?,,,,,,,,,,1,Mortensen 2014,
52,,,Sarab,,34.33530735,47.14011389,5,Ground,Tell,Later Neolithic,N,,,,,,,,?,?,,,,,,,,1,Braidwood 1960; Braidwood et al. 1961; Hole 1961; McDonald 1979,
53,,,Abdul Hosein,Tepe Abdul Hosein,34.073333,47.9725,20000,Approximation,Tell,Neolithic,N,,,,,?,?,?,?,?,,,,,,,,1,Pullar 1981; Pullar 1990; Darabi 2015,"""Close to Nurabad"" (Pullar 1981)"
54,,,Chogha Golan,,33.37754018,46.27116986,5,Ground,Tell,Aceramic Neolithic,N,,,,,x,,,,,,,,,,,,1,Conard et al. 2013,
55,,,East Chia Sabz,,33.343053,47.131063,,Map,Tell,PPN,N,,,,,x,,,,,,,,,,5000,,1,Brojeni et al. 2007; Darabi et al. 2011; Darabi & Glassock 2013; Darabi et al. 2013,
56,,,Sheikh-e Abad,,34.611895,47.269731,5,Ground,Tell,Neolithic,N,,,,,?,?,?,?,?,,,,,,,,1,Matthews et al. 2013,
57,,,Jani,Chia Jani,33.94795,46.783464,5,Ground,Tell,Neolithic,N,,,,,?,?,?,?,?,,,,,,,,1,Matthews et al. 2013,
58,,18796,Kaldar,,33.55694444,48.29305556,,Literature,Cave/shelter,"Middle, Upper and Epipalaeolithic",MP–EP,,x,x,x,,,,,,,,,,,272,,1,Bazgir et al. 2014; Bazgir et al. 2017,
59,KR-1,,Gar Arjeneh,,33.44166667,48.33916667,,Literature,Cave/shelter,Stone Age,,?,?,?,?,?,?,?,?,?,?,?,?,,,,,1,Hole 2007; Bazgir et al. 2014,
60,KR-2,,Kunji,,33.4429,48.3594,,Map,Cave/shelter,"Middle Palaeolithic, Late Chalcolithic",MP+CH,,x,,,,,,,,,,x,,,,,1,Field 1951: 91; Baumler & Smith 1993; Hole 2007,
61,KR-3,,Khorramabad-61 3,,33.4307,48.3506,,Map,Flat open air,,,,,,,,,,,,,,,,,,,0,Hole & Flannery 1967; Hole 2007,
62,KR-4,,Khorramabad-61 4,,33.4176,48.3893,,Map,Flat open air,,,,,,,,,,,,,,,,,,,0,Hole & Flannery 1967; Hole 2007,
63,KR-5,,Masur,,33.4452,48.3236,,Map,Flat open air,"Middle Uruk, Bronze Age",,,,,,,,,,,,,,x,,,,0,Hole & Flannery 1967; Hole 2007,
64,KR-6,,Daurai,,33.4207,48.3442,,Map,Flat open air,Middle & Late Chalcolithic,,,,,,,,,,,,x,x,,,,,0,Hole & Flannery 1967; Hole 2007,
65,KR-7,,Khorramabad-61 7,,33.4192,48.3114,,Map,Flat open air,Middle Uruk,,,,,,,,,,,,,,x,,,,0,Hole & Flannery 1967; Hole 2007,
66,KR-8,,Khorramabad-61 8,,33.4004,48.3687,,Map,Flat open air,Middle Chalcolithic,,,,,,,,,,,,x,,,,,,0,Hole & Flannery 1967; Hole 2007,
67,KR-9,,Khorramabad-61 9,,33.4541,48.2527,,Map,Flat open air,,,,,,,,,,,,,,,,,,,0,Hole & Flannery 1967; Hole 2007,
68,KR-10,,Khorramabad-61 10,,33.4453,48.2597,,Map,Flat open air,,,,,,,,,,,,,,,,,,,0,Hole & Flannery 1967; Hole 2007,
69,KR-11,,Khorramabad-61 11,,33.469,48.3171,,Map,Cave/shelter,,,,,,,,,,,,,,,,,,,0,Hole & Flannery 1967; Hole 2007,
70,KR-12,,Khorramabad-61 12,,33.4697,48.3226,,Map,Cave/shelter,,,,,,,,,,,,,,,,,,,0,Hole & Flannery 1967; Hole 2007,
71,KR-13,,Yafteh,,33.50833333,48.21138889,,Literature,Cave/shelter,Middle and Upper Palaeolithic,MP–UP,,x,x,,,,,,,,,,,,,,1,Hole & Flannery 1967; Hole 2007; Otte et al. 2007; Otte et al. 2011,
72,KR-14,,Khorramabad-61 14,,33.4949,48.2455,,Map,Cave/shelter,Middle Uruk,,,,,,,,,,,,,,x,,,,0,Hole & Flannery 1967; Hole 2007,
73,KR-15,,Ghamari,,33.49194444,48.34888889,,Literature,Cave/shelter,"Middle and Upper Palaeolithic, Late Chalcolithic",MP–UP+CH,,x,x,,,,,,,,,x,,,,,1,Hole 2007; Bazgir et al. 2014,
74,KR-16,,Pasangar,Pa Sangar,33.4854,48.3409,,Map,Cave/shelter,Upper and Epipalaeolithic,UP–EP,,,x,x,,,,,,,,,,,,,1,Hole & Flannery 1967; Hole 2007,
75,KR-17,,Khorramabad-61 17,,33.4847,48.3447,,Map,Cave/shelter,,,,,,,,,,,,,,,,,,,0,Hole & Flannery 1967; Hole 2007,
76,KR-18,,Khorramabad-61 18,,33.4838,48.3488,,Map,Cave/shelter,,,,,,,,,,,,,,,,,,,0,Hole & Flannery 1967; Hole 2007,
77,KR-19,,Khorramabad-61 19,,33.4958,48.3628,,Map,Flat open air,,,,,,,,,,,,,,,,,,,0,Hole & Flannery 1967; Hole 2007,
78,KR-20,,Bagh-i No,,33.4686,48.3437,,Map,Flat open air,"Early Chalcolithic, Middle Uruk",,,,,,,,,,,x,,,x,,,,0,Hole & Flannery 1967; Hole 2007,
79,KR-21,,Khorramabad-61 21,,33.4512,48.2911,,Map,Flat open air,Late Bronze Age,,,,,,,,,,,,,,x,,,,0,Hole & Flannery 1967; Hole 2007,
80,KR-22,,Khorramabad-61 22,,33.4496,48.2586,,Map,Flat open air,Late Bronze Age,,,,,,,,,,,,,,x,,,,0,Hole & Flannery 1967; Hole 2007,
81,KR-23,,Khorramabad-61 23,,33.4304,48.2935,,Map,Flat open air,Early Bronze Age,,,,,,,,,,,,,,x,,,,0,Hole & Flannery 1967; Hole 2007,
82,KR-24,,Khorramabad-61 24,,33.4962,48.2375,,Map,Cave/shelter,,,,,,,,,,,,,,,,,,,0,Hole & Flannery 1967; Hole 2007,
83,KR-25,,Khorramabad-61 25,,33.4332,48.31,,Map,Flat open air,"Middle Uruk, Early Bronze Age, Late Bronze Age",,,,,,,,,,,,,,x,,,,0,Hole & Flannery 1967; Hole 2007,
84,KR-26,,Khorramabad-61 26,,33.4777,48.3158,,Map,Cave/shelter,,,,,,,,,,,,,,,,,,,0,Hole & Flannery 1967; Hole 2007,
85,KR-27,,Khorramabad-61 27,,33.4794,48.3121,,Map,Cave/shelter,,,,,,,,,,,,,,,,,,,0,Hole & Flannery 1967; Hole 2007,
86,KR-28,,Khorramabad-61 28,,33.4801,48.306,,Map,Cave/shelter,,,,,,,,,,,,,,,,,,,0,Hole & Flannery 1967; Hole 2007,
87,KR-29,,Khorramabad-61 29,,33.4816,48.3015,,Map,Cave/shelter,,,,,,,,,,,,,,,,,,,0,Hole & Flannery 1967; Hole 2007,
88,,,Bisitun Cave,,34.39027778,47.4375,,Literature,Cave/shelter,Middle and Upper Palaeolithic,MP–UP,,x,x,,,,,,,,,,,,,,1,Coon 1951; Dibble 1984; Trinkaus & Biglari 2006,
89,,,Mar Tarik,,34.39027778,47.4375,,Literature,Cave/shelter,Middle and Upper Palaeolithic,MP–UP,,x,x,,,,,,,,,,,,,,1,Young & Smith 1966; Smith 1986; Biglari 2001; Jaubert et al. 2006; Trinkhaus & Biglari 2006; Jaubert et al. 2009,
90,,,Mar Gwergalan,,33.74395252,47.00981873,5,Ground,Cave/shelter,Lower Palaeolithic,LP,x,,,,,,,,,,,,,,,,1,Davoudi et al. 2015,
91,SB.120,,Salmaneh,,,,,,Cave/shelter,"Upper Palaeolithic, Epipalaeolithic",,,,x,x,,,,,,,,,,,4,,0,Biglari et al. 2013,
92,SB.107,,Darband Zard,,,,,,Cave/shelter,"Upper Palaeolithic, Epipalaeolithic",,,,x,x,,,,,,,,,,,50,,0,Biglari et al. 2013,
93,SB.103,,Sivar Howar 1,,,,,,Cave/shelter,"Epipalaeolithic, Chalcolithic, Parthian",,,,,x,,,,,,?,?,?,,x,25,,0,Biglari et al. 2013,
94,SB.113,,Dar Pellah,,,,,,Cave/shelter,"Epipalaeolithic, Bronze Age, Islamic",,,,,x,,,,,,,,,x,x,200,,0,Biglari et al. 2013,
95,SB.104,,Sivar Howar 2,,,,,,Cave/shelter,"Epipalaeolithic, Protohistoric",,,,,x,,,,,,,,,x,,100,,0,Biglari et al. 2013,
96,SB.112,,Serakah,,,,,,Cave/shelter,Epipalaeolithic,,,,,x,,,,,,,,,,,20,,0,Biglari et al. 2013,
97,SB.119,,Salmaneh Rock Shelter,,,,,,Cave/shelter,"Epipalaeolithic, Parthian",,,,,x,,,,,,,,,,x,35,,0,Biglari et al. 2013,
98,SB.078,,Karah Poo 2,,,,,,Flat open air,"Epipalaeolithic, Parthian, Islamic",,,,,x,,,,,,,,,,x,12000,,0,Biglari et al. 2013,
99,SB.050,,Kani Siyah,,,,,,Flat open air,"Neolithic, Chalcolithic",,,,,,?,?,?,?,?,?,?,?,,,16000,,0,Biglari et al. 2013,
100,SB.012,,Seraw Houlah,,,,,,Flat open air,"Neolithic, Chalcolithic, Bronze Age, Parthian, Sasanian",,,,,,?,?,?,?,?,?,?,?,x,x,,,0,Biglari et al. 2013,
101,Site 1?,,Ghenil,,34.20471516,47.51348877,5,Ground,,,,,,,,,,,,,,,,,,,,,Mortensen & Smith 1977,
102,Site 2,,Harsin 2,,34.28485991,47.43076805,,Map,,,,,,,,,,,,,,,,,,,,,Mortensen & Smith 1977,
103,Site 3,,Harsin 3,,34.30215337,47.41274685,,Map,,,,,,,,,,,,,,,,,,,,,Mortensen & Smith 1977,
104,Site 4,,Harsin 4,,34.32557573,47.41788791,,Map,,,,,,,,,,,,,,,,,,,,,Mortensen & Smith 1977,
105,Site 5,,Harsin 5,,34.33615192,47.4233241,,Map,,,,,,,,,,,,,,,,,,,,,Mortensen & Smith 1977,
106,Site 6,,Harsin 6,,34.27479788,47.42168937,,Map,,,,,,,,,,,,,,,,,,,,,Mortensen & Smith 1977,
107,Site 7?,,Ganj Dareh,,34.27210924,47.4758391,5,Ground,Tell,,,,,,,,,,,,,,,,,,,1,Mortensen & Smith 1977,
108,Site 8,,Harsin 8,,34.25851793,47.46821501,,Map,,,,,,,,,,,,,,,,,,,,,Mortensen & Smith 1977,
109,Site 9?,,Qasemi,,34.20471516,47.51348877,5,Ground,,,,,,,,,,,,,,,,,,,,,Mortensen & Smith 1977,
110,Site 10,,Harsin 10,,34.24473594,47.49918648,,Map,,,,,,,,,,,,,,,,,,,,,Mortensen & Smith 1977,
111,Site 11,,Harsin 11,,34.21108316,47.51960488,,Map,,,,,,,,,,,,,,,,,,,,,Mortensen & Smith 1977,
112,Site 12,,Harsin 12,,34.20551568,47.54497672,,Map,,,,,,,,,,,,,,,,,,,,,Mortensen & Smith 1977,
113,Site 13,,Harsin 13,,34.28732198,47.41395259,,Map,,,,,,,,,,,,,,,,,,,,,Mortensen & Smith 1977,
114,Site 14,,Harsin 14,,34.25114842,47.5518201,,Map,,,,,,,,,,,,,,,,,,,,,Mortensen & Smith 1977,
115,Site 15,,Harsin 15,,34.24726921,47.55214383,,Map,,,,,,,,,,,,,,,,,,,,,Mortensen & Smith 1977,
116,Site 16,,Harsin 16A,,34.25340165,47.5434817,,Map,,,,,,,,,,,,,,,,,,,,,Mortensen & Smith 1977,
