site_id,source_id,lchto_id,name,name2,latitude,longitude,coord_precision,coord_source,morphology,chronology,short_period,period_LP,period_MP,period_UP,period_EP,period_N0,period_N1.1,period_N1.2,period_N2,period_N3,period_C1,period_C2,period_C3,period_B,period_H,area,finds_n,excavated,references,comments
166,SF34,,Hulailan-83 SF34,,33.4708,47.0315,,Map,Flat open air,Epipalaeolithic,,,,,x,,,,,,,,,,,0,1,,Mortensen 1993,
167,SF35,,Hulailan-83 SF35,,33.7416,47.0349,,Map,Flat open air,Epipalaeolithic,,,,,x,,,,,,,,,,,0,1,,Mortensen 1993,
168,SF36,,Hulailan-83 SF36,,33.7429,47.0368,,Map,Flat open air,Epipalaeolithic,,,,,x,,,,,,,,,,,0,1,,Mortensen 1993,
169,KC1,,Kurtavij Cave 1,,34.6113,47.3044,50,Map,Cave/shelter,"Chalcolithic, Islamic, Historic",,,,,,,,,,,?,?,?,x,x,,,0,Motarjem 2013,
170,KC2,,Kurtavij Cave 2,,34.6105,47.2773,50,Map,Cave/shelter,Neolithic or earlier,,?,?,?,?,?,?,?,?,?,,,,,,20,,0,Motarjem 2013,Illicit excavation
171,KC3,,Kurtavij Cave 3,,34.609,47.275639,50,Map,Cave/shelter,Neolithic?,,,,,,?,?,?,?,?,,,,,,,,0,Motarjem 2013,Illicit excavation
172,KC4,,Kurtavij Cave 4,,34.582,47.279,50,Map,Cave/shelter,"Islamic, Historic",,,,,,,,,,,,,,,x,,,0,Motarjem 2013,
173,KC5,,Kurtavij Cave 5,,34.5832,47.2839,50,Map,Cave/shelter,Stone Age,,?,?,?,?,?,?,?,?,?,?,?,?,,,,,0,Motarjem 2013,
174,,,Do-Ashkaft,,34.3954,47.1294,1000,Map,Cave/shelter,Middle Palaeolithic,MP,,x,,,,,,,,,,,,,345,4000,0,Biglari & Heydari 2001; Biglari 2004; Heydari 2007,
175,,,Malaverd,,,,,,Cave/shelter,Upper Palaeolithic,UP,,,x,,,,,,,,,,,,,,,Heydari 2007,
176,,,Mar Dodar,,34.39027778,47.4375,,Literature,Cave/shelter,Middle Palaeolithic,MP,,x,,,,,,,,,,,,,,,,Heydari 2007,"Coordinates of Mar Tarik (TCEC89), on same escarpment"
177,,,Mar Aftab,,34.39027778,47.4375,,Literature,Cave/shelter,Middle Palaeolithic,MP,,x,,,,,,,,,,,,,,,,Heydari 2007,"Coordinates of Mar Tarik (TCEC89), on same escarpment"
178,,,Kal Anar,,,,,,Cave/shelter,Epipalaeolithic,EP,,,,x,,,,,,,,,,,,,,Heydari 2007,
179,,,Shalam,,,,,,Cave/shelter,Epipalaeolithic,EP,,,,x,,,,,,,,,,,,,,Heydari 2007,
180,,,Quchali I,,,,,,Cave/shelter,Epipalaeolithic,EP,,,,x,,,,,,,,,,,,,,Heydari 2007,
181,,,Khan Ahmad 1,,,,,,Cave/shelter,Epipalaeolithic,EP,,,,x,,,,,,,,,,,,,,Heydari 2007,
182,,,Khan Ahmad 2,,,,,,Cave/shelter,Middle Palaeolithic,MP,,x,,,,,,,,,,,,,,,,Heydari 2007,
183,,,Sukhteh rockshelter 1,,,,,,Cave/shelter,Epipalaeolithic,EP,,,,x,,,,,,,,,,,,,,Heydari 2007,
184,,,Sukhteh cave,,,,,,Cave/shelter,Epipalaeolithic,EP,,,,x,,,,,,,,,,,,,,Heydari 2007,
185,,,Gird Ali Agha,,36.45,43.82,1000,CONTEXT,,Middle Neolithic,N,,,,,,,,x,,,,,,,7000,,1,Braidwood et al. 1983,Imported from radiocarbon database
186,,,Ali Kosh,,32.56,47.32,1000,CONTEXT,,PPN,N,,,,,x,,,,,,,,,,,,1,,Imported from radiocarbon database
187,,,Arpachiyah,,36.37,43.21,1000,CONTEXT,,Halafian and Ubaid,N+CH,,,,,,,,?,?,?,?,,,,,,1,,Imported from radiocarbon database
188,,,Bakun B,,29.85,52.83,1000,CONTEXT,,Middle Chalcolithic,CH,,,,,,,,,,,x,,,,,,1,,Imported from radiocarbon database
189,,,Banahilk,,36.65,44.54,1000,CONTEXT,,Halafian,CH,,,,,,,,?,?,,,,,,,,1,,Imported from radiocarbon database
190,,,Bog-i-No,,33.47,48.35,1000,CONTEXT,,,,,,,,,,,,,,,,,,,,1,,Imported from radiocarbon database
191,,,Chagha Sefid,,32.63,47.26,1000,CONTEXT,,Aceramic and early Neolithic,N,,,,,x,?,?,,,,,,,,,,1,Hole 1977,Imported from radiocarbon database
192,,,Choga Mami,,33.9,45.17,1000,CONTEXT,,Late Neolithic (Samarra),N,,,,,,,,,x,,,,,,,,1,Oates 1969,Imported from radiocarbon database
193,,,Gap A,,29.72,52.92,1000,CONTEXT,,,,,,,,,,,,,,,,,,,,1,,Imported from radiocarbon database
194,,,Tepe Gawra,,36.43,43.34,1000,CONTEXT,,Halafian and Ubaid,N+CH,,,,,,,,?,?,?,?,,,,,,1,,Imported from radiocarbon database
195,,,Tang-e Khiareh,,29.9175,52.4419,5,Literature,Flat open air,Neolithic,N,,,,,?,?,?,?,?,,,,,,,,0,Roustaei & Mashkour 2016,
196,,,Tell Hassuna,,36.464,42.9635,,Wikipedia,,Late Neolithic,N,,,,,,,,,x,,,,,,,,1,,Imported from radiocarbon database
197,,,Jaffarabad,,32.21,48.22,1000,CONTEXT,,,,,,,,,,,,,,,,,,,,1,,Imported from radiocarbon database
